method;Replicate number;id_sample;gradient;alti;INat;abundance;stade;state;sexe;mass;referential;canonic;id;rankName;referenceName;familyName;orderName;className;phylumName
barber;2;ANI-21-0784;MOU;2355;0;1;ad;NA;NA;NA;taxref;Hymenoptera;185126;Ordre;Hymenoptera Linnaeus, 1758;NA;Hymenoptera;Insecta;Arthropoda
barber;2;ANI-21-0784;MOU;2355;0;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;2;ANI-21-0795;MOU;2470;0;1;NA;NA;NA;NA;taxref;Dermaptera;184777;Ordre;Dermaptera De Geer, 1773;NA;Dermaptera;Insecta;Arthropoda
barber;2;ANI-21-0806;MOU;2720;0;1;NA;NA;NA;NA;taxref;Collembola;184571;Ordre;Collembola Lubbock, 1870;NA;Collembola;Entognatha;Arthropoda
barber;2;ANI-21-0806;MOU;2720;0;1;NA;NA;NA;NA;taxref;Opiliones;183822;Ordre;Opiliones Sundevall, 1833;NA;Opiliones;Arachnida;Arthropoda
barber;2;ANI-21-0806;MOU;2720;0;5;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;2;ANI-21-0817;RIS;1900;1;2;ad;NA;NA;NA;taxref;Hymenoptera;185126;Ordre;Hymenoptera Linnaeus, 1758;NA;Hymenoptera;Insecta;Arthropoda
barber;2;ANI-21-0828;RIS;2195;0;2;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;2;ANI-21-0839;RIS;2340;0;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;2;ANI-21-0850;RIS;2570;0;1;larv;NA;NA;NA;taxref;Diptera;184803;Ordre;Diptera Linnaeus, 1758;NA;Diptera;Insecta;Arthropoda
barber;2;ANI-21-0850;RIS;2570;0;3;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;2;ANI-21-0861;RIS;2770;0;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;2;ANI-21-0872;RIS;2890;0;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;2;ANI-21-0883;TAN;1420;0;8;NA;NA;NA;NA;taxref;Collembola;184571;Ordre;Collembola Lubbock, 1870;NA;Collembola;Entognatha;Arthropoda
barber;2;ANI-21-0894;TAN;1700;0;6;ad;NA;NA;NA;taxref;Coleoptera;184612;Ordre;Coleoptera Linnaeus, 1758;NA;Coleoptera;Insecta;Arthropoda
barber;2;ANI-21-0894;TAN;1700;1;1;ad;NA;NA;NA;taxref;Hymenoptera;185126;Ordre;Hymenoptera Linnaeus, 1758;NA;Hymenoptera;Insecta;Arthropoda
barber;2;ANI-21-0894;TAN;1700;1;2;ad;NA;NA;NA;taxref;Hymenoptera;185126;Ordre;Hymenoptera Linnaeus, 1758;NA;Hymenoptera;Insecta;Arthropoda
barber;2;ANI-21-0916;TAN;2100;0;3;NA;NA;NA;NA;taxref;Collembola;184571;Ordre;Collembola Lubbock, 1870;NA;Collembola;Entognatha;Arthropoda
barber;2;ANI-21-0949;VCHA;1910;1;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;2;ANI-21-0949;VCHA;1910;1;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;2;ANI-21-0949;VCHA;1910;1;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;2;ANI-21-0960;VCHA;2150;0;3;NA;NA;NA;NA;taxref;Collembola;184571;Ordre;Collembola Lubbock, 1870;NA;Collembola;Entognatha;Arthropoda
barber;2;ANI-21-0971;VCHA;2330;1;2;NA;NA;NA;NA;taxref;Dermaptera;184777;Ordre;Dermaptera De Geer, 1773;NA;Dermaptera;Insecta;Arthropoda
barber;2;ANI-21-0971;VCHA;2330;1;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;2;ANI-21-0971;VCHA;2330;1;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;2;ANI-21-0971;VCHA;2330;1;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;2;ANI-21-0971;VCHA;2330;1;7;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;2;ANI-22-0002;ARM;1520;0;1;NA;NA;unidentified;NA;taxref;Araneae;184348;Ordre;Araneae Clerck, 1758;NA;Araneae;Arachnida;Arthropoda
barber;2;ANI-22-0002;ARM;1520;0;1;NA;NA;NA;NA;taxref;Hymenoptera;185126;Ordre;Hymenoptera Linnaeus, 1758;NA;Hymenoptera;Insecta;Arthropoda
barber;2;ANI-22-0013;ARM;1750;0;10;NA;NA;unidentified;NA;taxref;Araneae;184348;Ordre;Araneae Clerck, 1758;NA;Araneae;Arachnida;Arthropoda
barber;2;ANI-22-0013;ARM;1750;0;8;larv;NA;NA;NA;taxref;Diptera;184803;Ordre;Diptera Linnaeus, 1758;NA;Diptera;Insecta;Arthropoda
barber;2;ANI-22-0013;ARM;1750;0;2;NA;NA;NA;NA;taxref;Hemiptera;184980;Ordre;Hemiptera Linnaeus, 1758;NA;Hemiptera;Insecta;Arthropoda
barber;2;ANI-22-0013;ARM;1750;0;1;NA;NA;NA;NA;taxref;Hymenoptera;185126;Ordre;Hymenoptera Linnaeus, 1758;NA;Hymenoptera;Insecta;Arthropoda
barber;2;ANI-22-0013;ARM;1750;0;2;NA;NA;NA;NA;taxref;Opiliones;183822;Ordre;Opiliones Sundevall, 1833;NA;Opiliones;Arachnida;Arthropoda
barber;2;ANI-22-0013;ARM;1750;1;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;2;ANI-22-0013;ARM;1750;1;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;2;ANI-22-0013;ARM;1750;1;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;2;ANI-22-0046;MSB;1370;0;1;NA;NA;unidentified;NA;taxref;Araneae;184348;Ordre;Araneae Clerck, 1758;NA;Araneae;Arachnida;Arthropoda
barber;2;ANI-22-0057;MSB;1420;0;4;NA;NA;unidentified;NA;taxref;Araneae;184348;Ordre;Araneae Clerck, 1758;NA;Araneae;Arachnida;Arthropoda
barber;2;ANI-22-0057;MSB;1420;0;2;NA;NA;NA;NA;taxref;Hemiptera;184980;Ordre;Hemiptera Linnaeus, 1758;NA;Hemiptera;Insecta;Arthropoda
barber;2;ANI-22-0057;MSB;1420;0;4;NA;NA;NA;NA;taxref;Hymenoptera;185126;Ordre;Hymenoptera Linnaeus, 1758;NA;Hymenoptera;Insecta;Arthropoda
barber;2;ANI-22-0068;MSB;1890;0;1;NA;NA;unidentified;NA;taxref;Araneae;184348;Ordre;Araneae Clerck, 1758;NA;Araneae;Arachnida;Arthropoda
barber;2;ANI-22-0079;MSB;2020;0;3;NA;NA;unidentified;NA;taxref;Araneae;184348;Ordre;Araneae Clerck, 1758;NA;Araneae;Arachnida;Arthropoda
barber;2;ANI-22-0079;MSB;2020;0;1;larv;NA;NA;NA;taxref;Coleoptera;184612;Ordre;Coleoptera Linnaeus, 1758;NA;Coleoptera;Insecta;Arthropoda
barber;2;ANI-22-0079;MSB;2020;0;2;NA;NA;NA;NA;taxref;Hemiptera;184980;Ordre;Hemiptera Linnaeus, 1758;NA;Hemiptera;Insecta;Arthropoda
barber;2;ANI-22-0079;MSB;2020;0;3;NA;NA;NA;NA;taxref;Hymenoptera;185126;Ordre;Hymenoptera Linnaeus, 1758;NA;Hymenoptera;Insecta;Arthropoda
barber;2;ANI-22-0079;MSB;2020;0;1;ad;NA;NA;NA;taxref;Lepidoptera;185214;Ordre;Lepidoptera Linnaeus, 1758;NA;Lepidoptera;Insecta;Arthropoda
barber;2;ANI-22-0079;MSB;2020;0;1;larv;NA;NA;NA;taxref;Lepidoptera;185214;Ordre;Lepidoptera Linnaeus, 1758;NA;Lepidoptera;Insecta;Arthropoda
barber;2;ANI-22-0079;MSB;2020;0;6;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;2;ANI-22-0101;PEC;1152;0;1;NA;NA;unidentified;NA;taxref;Araneae;184348;Ordre;Araneae Clerck, 1758;NA;Araneae;Arachnida;Arthropoda
barber;2;ANI-22-0112;PEC;1375;0;1;NA;NA;unidentified;NA;taxref;Araneae;184348;Ordre;Araneae Clerck, 1758;NA;Araneae;Arachnida;Arthropoda
barber;2;ANI-22-0112;PEC;1375;0;1;NA;NA;NA;NA;taxref;Coleoptera;184612;Ordre;Coleoptera Linnaeus, 1758;NA;Coleoptera;Insecta;Arthropoda
barber;2;ANI-22-0222;VER;1400P;0;4;NA;NA;unidentified;NA;taxref;Araneae;184348;Ordre;Araneae Clerck, 1758;NA;Araneae;Arachnida;Arthropoda
barber;2;ANI-22-0222;VER;1400P;0;1;NA;NA;NA;NA;taxref;Hemiptera;184980;Ordre;Hemiptera Linnaeus, 1758;NA;Hemiptera;Insecta;Arthropoda
barber;2;ANI-22-0222;VER;1400P;1;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;2;ANI-22-0255;VTN;1130;0;1;ad;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;2;ANI-22-0255;VTN;1130;0;1;juv;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;2;ANI-22-0266;VTN;1340;0;1000;ad;NA;female;NA;taxref;Hymenoptera;185126;Ordre;Hymenoptera Linnaeus, 1758;NA;Hymenoptera;Insecta;Arthropoda
barber;2;ANI-22-0277;VTN;1510;0;1;NA;NA;unidentified;NA;taxref;Araneae;184348;Ordre;Araneae Clerck, 1758;NA;Araneae;Arachnida;Arthropoda
barber;2;ANI-22-0277;VTN;1510;0;3;ad;NA;unidentified;NA;taxref;Araneae;184348;Ordre;Araneae Clerck, 1758;NA;Araneae;Arachnida;Arthropoda
barber;2;ANI-22-0277;VTN;1510;0;1;NA;NA;NA;NA;taxref;Hemiptera;184980;Ordre;Hemiptera Linnaeus, 1758;NA;Hemiptera;Insecta;Arthropoda
barber;2;ANI-22-0277;VTN;1510;0;2;NA;NA;NA;NA;taxref;Isopoda;184472;Ordre;Isopoda Latreille, 1817;NA;Isopoda;Malacostraca;Arthropoda
barber;2;ANI-22-0277;VTN;1510;0;4;ad;NA;NA;NA;taxref;Opiliones;183822;Ordre;Opiliones Sundevall, 1833;NA;Opiliones;Arachnida;Arthropoda
barber;2;ANI-22-0288;VTN;1675;0;9;ad;NA;NA;NA;taxref;Coleoptera;184612;Ordre;Coleoptera Linnaeus, 1758;NA;Coleoptera;Insecta;Arthropoda
barber;2;ANI-22-0288;VTN;1675;0;1;ad;NA;NA;NA;taxref;Hemiptera;184980;Ordre;Hemiptera Linnaeus, 1758;NA;Hemiptera;Insecta;Arthropoda
barber;2;ANI-22-0288;VTN;1675;0;5;larv;NA;NA;NA;taxref;Hemiptera;184980;Ordre;Hemiptera Linnaeus, 1758;NA;Hemiptera;Insecta;Arthropoda
barber;2;ANI-22-0288;VTN;1675;0;3;ad;NA;NA;NA;taxref;Isopoda;184472;Ordre;Isopoda Latreille, 1817;NA;Isopoda;Malacostraca;Arthropoda
barber;2;ANI-22-0299;VTN;1860;0;3;ad;NA;unidentified;NA;taxref;Araneae;184348;Ordre;Araneae Clerck, 1758;NA;Araneae;Arachnida;Arthropoda
barber;2;ANI-22-0299;VTN;1860;0;1;NA;NA;NA;NA;taxref;Isopoda;184472;Ordre;Isopoda Latreille, 1817;NA;Isopoda;Malacostraca;Arthropoda
barber;3;ANI-21-0565;ARG;1790;0;2;NA;NA;NA;NA;taxref;Collembola;184571;Ordre;Collembola Lubbock, 1870;NA;Collembola;Entognatha;Arthropoda
barber;3;ANI-21-0565;ARG;1790;0;1;NA;NA;NA;NA;taxref;Pseudoscorpionida;188155;Ordre;Pseudoscorpiones De Geer, 1778;NA;Pseudoscorpiones;Arachnida;Arthropoda
barber;3;ANI-21-0576;ARG;2000;0;1;NA;NA;NA;NA;taxref;Dermaptera;184777;Ordre;Dermaptera De Geer, 1773;NA;Dermaptera;Insecta;Arthropoda
barber;3;ANI-21-0576;ARG;2000;0;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;3;ANI-21-0598;ARG;2400;0;1;NA;NA;unidentified;NA;taxref;Araneae;184348;Ordre;Araneae Clerck, 1758;NA;Araneae;Arachnida;Arthropoda
barber;3;ANI-21-0598;ARG;2400;0;5;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;3;ANI-21-0609;BOU;1240;0;1;ad;NA;NA;NA;taxref;Hymenoptera;185126;Ordre;Hymenoptera Linnaeus, 1758;NA;Hymenoptera;Insecta;Arthropoda
barber;3;ANI-21-0620;BOU;1440;0;1;larv;NA;NA;NA;taxref;Diptera;184803;Ordre;Diptera Linnaeus, 1758;NA;Diptera;Insecta;Arthropoda
barber;3;ANI-21-0642;BOU;1830;0;7;NA;NA;NA;NA;taxref;Collembola;184571;Ordre;Collembola Lubbock, 1870;NA;Collembola;Entognatha;Arthropoda
barber;3;ANI-21-0653;BOU;2000;0;1;NA;NA;NA;NA;taxref;Collembola;184571;Ordre;Collembola Lubbock, 1870;NA;Collembola;Entognatha;Arthropoda
barber;3;ANI-21-0653;BOU;2000;0;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;3;ANI-21-0675;CAU;1400;0;1;larv;NA;NA;NA;taxref;Coleoptera;184612;Ordre;Coleoptera Linnaeus, 1758;NA;Coleoptera;Insecta;Arthropoda
barber;3;ANI-21-0675;CAU;1400;0;2;NA;NA;NA;NA;taxref;Collembola;184571;Ordre;Collembola Lubbock, 1870;NA;Collembola;Entognatha;Arthropoda
barber;3;ANI-21-0697;CAU;1800;0;1;NA;NA;NA;NA;taxref;Collembola;184571;Ordre;Collembola Lubbock, 1870;NA;Collembola;Entognatha;Arthropoda
barber;3;ANI-21-0719;CAU;2225;0;2;NA;NA;NA;NA;taxref;Collembola;184571;Ordre;Collembola Lubbock, 1870;NA;Collembola;Entognatha;Arthropoda
barber;3;ANI-21-0719;CAU;2225;0;5;NA;NA;NA;NA;taxref;Dermaptera;184777;Ordre;Dermaptera De Geer, 1773;NA;Dermaptera;Insecta;Arthropoda
barber;3;ANI-21-0719;CAU;2225;0;17;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;3;ANI-21-0730;CAU;2445;0;1;NA;NA;NA;NA;taxref;Collembola;184571;Ordre;Collembola Lubbock, 1870;NA;Collembola;Entognatha;Arthropoda
barber;3;ANI-21-0730;CAU;2445;0;1;ad;NA;NA;NA;taxref;Hymenoptera;185126;Ordre;Hymenoptera Linnaeus, 1758;NA;Hymenoptera;Insecta;Arthropoda
barber;3;ANI-21-0741;CAU;2650;0;2;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;3;ANI-21-0763;MOU;1940;0;1;larv;NA;NA;NA;taxref;Coleoptera;184612;Ordre;Coleoptera Linnaeus, 1758;NA;Coleoptera;Insecta;Arthropoda
barber;3;ANI-21-0763;MOU;1940;0;1;NA;NA;NA;NA;taxref;Collembola;184571;Ordre;Collembola Lubbock, 1870;NA;Collembola;Entognatha;Arthropoda
barber;3;ANI-21-0763;MOU;1940;0;5;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;3;ANI-21-0785;MOU;2355;0;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;3;ANI-21-0807;MOU;2720;0;3;NA;NA;NA;NA;taxref;Collembola;184571;Ordre;Collembola Lubbock, 1870;NA;Collembola;Entognatha;Arthropoda
barber;3;ANI-21-0807;MOU;2720;0;2;NA;NA;NA;NA;taxref;Dermaptera;184777;Ordre;Dermaptera De Geer, 1773;NA;Dermaptera;Insecta;Arthropoda
barber;3;ANI-21-0807;MOU;2720;0;3;NA;NA;NA;NA;taxref;Opiliones;183822;Ordre;Opiliones Sundevall, 1833;NA;Opiliones;Arachnida;Arthropoda
barber;3;ANI-21-0807;MOU;2720;0;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;3;ANI-21-0818;RIS;1900;1;1;NA;NA;unidentified;NA;taxref;Blattodea;184787;Ordre;Blattodea Brunner von Wattenwyl, 1882;NA;Blattodea;Insecta;Arthropoda
barber;3;ANI-21-0829;RIS;2195;0;3;larv;NA;NA;NA;taxref;Diptera;184803;Ordre;Diptera Linnaeus, 1758;NA;Diptera;Insecta;Arthropoda
barber;3;ANI-21-0829;RIS;2195;1;1;NA;NA;NA;NA;taxref;Dermaptera;184777;Ordre;Dermaptera De Geer, 1773;NA;Dermaptera;Insecta;Arthropoda
barber;3;ANI-21-0829;RIS;2195;1;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;3;ANI-21-0840;RIS;2340;0;2;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;3;ANI-21-0851;RIS;2570;0;1;NA;NA;NA;NA;taxref;Collembola;184571;Ordre;Collembola Lubbock, 1870;NA;Collembola;Entognatha;Arthropoda
barber;3;ANI-21-0851;RIS;2570;0;16;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;3;ANI-21-0862;RIS;2770;0;1;NA;NA;NA;NA;taxref;Collembola;184571;Ordre;Collembola Lubbock, 1870;NA;Collembola;Entognatha;Arthropoda
barber;3;ANI-21-0884;TAN;1420;0;1;NA;NA;NA;NA;taxref;Collembola;184571;Ordre;Collembola Lubbock, 1870;NA;Collembola;Entognatha;Arthropoda
barber;3;ANI-21-0906;TAN;1890;0;1;NA;NA;NA;NA;taxref;Collembola;184571;Ordre;Collembola Lubbock, 1870;NA;Collembola;Entognatha;Arthropoda
barber;3;ANI-21-0906;TAN;1890;1;1;ad;NA;NA;NA;taxref;Hymenoptera;185126;Ordre;Hymenoptera Linnaeus, 1758;NA;Hymenoptera;Insecta;Arthropoda
barber;3;ANI-21-0906;TAN;1890;1;1;ad;NA;NA;NA;taxref;Hymenoptera;185126;Ordre;Hymenoptera Linnaeus, 1758;NA;Hymenoptera;Insecta;Arthropoda
barber;3;ANI-21-0917;TAN;2100;1;2;ad;NA;NA;NA;taxref;Hymenoptera;185126;Ordre;Hymenoptera Linnaeus, 1758;NA;Hymenoptera;Insecta;Arthropoda
barber;3;ANI-21-0961;VCHA;2150;0;15;NA;NA;NA;NA;taxref;Collembola;184571;Ordre;Collembola Lubbock, 1870;NA;Collembola;Entognatha;Arthropoda
barber;3;ANI-21-0961;VCHA;2150;0;1;NA;NA;NA;NA;taxref;Isopoda;184472;Ordre;Isopoda Latreille, 1817;NA;Isopoda;Malacostraca;Arthropoda
barber;3;ANI-21-0961;VCHA;2150;1;1;NA;NA;unidentified;NA;taxref;Blattodea;184787;Ordre;Blattodea Brunner von Wattenwyl, 1882;NA;Blattodea;Insecta;Arthropoda
barber;3;ANI-21-0961;VCHA;2150;1;1;ad;NA;NA;NA;taxref;Hymenoptera;185126;Ordre;Hymenoptera Linnaeus, 1758;NA;Hymenoptera;Insecta;Arthropoda
barber;3;ANI-21-0972;VCHA;2330;0;1;NA;NA;NA;NA;taxref;Opiliones;183822;Ordre;Opiliones Sundevall, 1833;NA;Opiliones;Arachnida;Arthropoda
barber;3;ANI-21-0972;VCHA;2330;1;6;NA;NA;NA;NA;taxref;Dermaptera;184777;Ordre;Dermaptera De Geer, 1773;NA;Dermaptera;Insecta;Arthropoda
barber;3;ANI-21-0972;VCHA;2330;1;3;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;3;ANI-21-0972;VCHA;2330;1;2;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;3;ANI-21-0972;VCHA;2330;1;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;3;ANI-22-0003;ARM;1520;0;1;NA;NA;unidentified;NA;taxref;Araneae;184348;Ordre;Araneae Clerck, 1758;NA;Araneae;Arachnida;Arthropoda
barber;3;ANI-22-0003;ARM;1520;1;2;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;3;ANI-22-0014;ARM;1750;0;6;NA;NA;unidentified;NA;taxref;Araneae;184348;Ordre;Araneae Clerck, 1758;NA;Araneae;Arachnida;Arthropoda
barber;3;ANI-22-0014;ARM;1750;0;2;NA;NA;NA;NA;taxref;Hymenoptera;185126;Ordre;Hymenoptera Linnaeus, 1758;NA;Hymenoptera;Insecta;Arthropoda
barber;3;ANI-22-0014;ARM;1750;0;2;NA;NA;NA;NA;taxref;Opiliones;183822;Ordre;Opiliones Sundevall, 1833;NA;Opiliones;Arachnida;Arthropoda
barber;3;ANI-22-0014;ARM;1750;1;1;NA;NA;NA;NA;taxref;Hemiptera;184980;Ordre;Hemiptera Linnaeus, 1758;NA;Hemiptera;Insecta;Arthropoda
barber;3;ANI-22-0014;ARM;1750;1;1;NA;NA;NA;NA;taxref;Hemiptera;184980;Ordre;Hemiptera Linnaeus, 1758;NA;Hemiptera;Insecta;Arthropoda
barber;3;ANI-22-0014;ARM;1750;1;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;3;ANI-22-0014;ARM;1750;1;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;3;ANI-22-0014;ARM;1750;1;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;3;ANI-22-0014;ARM;1750;1;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;3;ANI-22-0047;MSB;1370;0;2;NA;NA;unidentified;NA;taxref;Araneae;184348;Ordre;Araneae Clerck, 1758;NA;Araneae;Arachnida;Arthropoda
barber;3;ANI-22-0069;MSB;1890;0;1;NA;NA;unidentified;NA;taxref;Araneae;184348;Ordre;Araneae Clerck, 1758;NA;Araneae;Arachnida;Arthropoda
barber;3;ANI-22-0080;MSB;2020;0;14;NA;NA;unidentified;NA;taxref;Araneae;184348;Ordre;Araneae Clerck, 1758;NA;Araneae;Arachnida;Arthropoda
barber;3;ANI-22-0080;MSB;2020;0;1;NA;NA;NA;NA;taxref;Hymenoptera;185126;Ordre;Hymenoptera Linnaeus, 1758;NA;Hymenoptera;Insecta;Arthropoda
barber;3;ANI-22-0080;MSB;2020;0;4;NA;NA;NA;NA;taxref;Hymenoptera;185126;Ordre;Hymenoptera Linnaeus, 1758;NA;Hymenoptera;Insecta;Arthropoda
barber;3;ANI-22-0080;MSB;2020;0;1;larv;NA;NA;NA;taxref;Lepidoptera;185214;Ordre;Lepidoptera Linnaeus, 1758;NA;Lepidoptera;Insecta;Arthropoda
barber;3;ANI-22-0080;MSB;2020;0;2;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;3;ANI-22-0091;MSB;2260;0;1;NA;NA;unidentified;NA;taxref;Araneae;184348;Ordre;Araneae Clerck, 1758;NA;Araneae;Arachnida;Arthropoda
barber;3;ANI-22-0091;MSB;2260;0;1;NA;NA;female;NA;taxref;Dermaptera;184777;Ordre;Dermaptera De Geer, 1773;NA;Dermaptera;Insecta;Arthropoda
barber;3;ANI-22-0091;MSB;2260;0;1;NA;NA;NA;NA;taxref;Orthoptera;185375;Ordre;Orthoptera Latreille, 1810;NA;Orthoptera;Insecta;Arthropoda
barber;3;ANI-22-0102;PEC;1152;0;5;NA;NA;unidentified;NA;taxref;Araneae;184348;Ordre;Araneae Clerck, 1758;NA;Araneae;Arachnida;Arthropoda
barber;3;ANI-22-0102;PEC;1152;0;1;NA;NA;NA;NA;taxref;Hymenoptera;185126;Ordre;Hymenoptera Linnaeus, 1758;NA;Hymenoptera;Insecta;Arthropoda
barber;3;ANI-22-0113;PEC;1375;0;3;NA;NA;unidentified;NA;taxref;Araneae;184348;Ordre;Araneae Clerck, 1758;NA;Araneae;Arachnida;Arthropoda
barber;3;ANI-22-0113;PEC;1375;0;6;NA;NA;NA;NA;taxref;Coleoptera;184612;Ordre;Coleoptera Linnaeus, 1758;NA;Coleoptera;Insecta;Arthropoda
barber;3;ANI-22-0113;PEC;1375;0;2;larv;NA;NA;NA;taxref;Diptera;184803;Ordre;Diptera Linnaeus, 1758;NA;Diptera;Insecta;Arthropoda
barber;3;ANI-22-0146;VAL;1860;0;10;NA;NA;unidentified;NA;taxref;Araneae;184348;Ordre;Araneae Clerck, 1758;NA;Araneae;Arachnida;Arthropoda
barber;3;ANI-22-0146;VAL;1860;0;1;NA;NA;NA;NA;taxref;Coleoptera;184612;Ordre;Coleoptera Linnaeus, 1758;NA;Coleoptera;Insecta;Arthropoda
barber;3;ANI-22-0146;VAL;1860;0;1;NA;NA;NA;NA;taxref;Hemiptera;184980;Ordre;Hemiptera Linnaeus, 1758;NA;Hemiptera;Insecta;Arthropoda
barber;3;ANI-22-0146;VAL;1860;0;1;NA;NA;NA;NA;taxref;Lepidoptera;185214;Ordre;Lepidoptera Linnaeus, 1758;NA;Lepidoptera;Insecta;Arthropoda
